1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 1 0 0 6.271999999999991
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
1 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 0 1 0 0 1 10.01400000000001
0 1 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 10.443999999999988
0 1 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 10.443999999999988
0 1 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 10.443999999999988
1 0 0 1 1 0 1 1 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 0 1 10.958000000000027
0 1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 12.826000000000022
1 0 0 1 1 1 0 0 1 0 0 0 1 1 1 0 1 0 1 1 0 1 1 1 0 12.955999999999989
0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 1 0 13.025999999999954
1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 13.867999999999995
1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 13.867999999999995
1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 13.867999999999995
1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 13.867999999999995
1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 13.867999999999995
1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 13.867999999999995
1 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 13.867999999999995
0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 1 0 15.23399999999998
0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 0 0 1 16.112000000000023
