0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 1.4260000000000161
0 0 0 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 1 1 0 1 0 2.0000000000000284
0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 2.317999999999955
0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 5.4199999999999875
0 0 0 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 1 1 0 1 0 5.819999999999993
0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 6.194000000000017
0 1 0 0 1 1 0 0 0 1 0 1 1 1 0 1 0 0 1 0 1 1 0 1 0 6.295999999999964
1 1 1 0 1 1 0 1 1 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 1 8.68599999999995
0 0 0 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 1 1 0 1 0 10.620000000000033
0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 11.096000000000032
